event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
3,,,more,,android.support.v7.widget.j,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
3,com.yahoo.mobile.client.android.finance:id/watchlist_empty_state_message,Your watchlist is empty.,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
3,com.yahoo.mobile.client.android.finance:id/watchlist_empty_state_hint,Add symbols to get relevant news.,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
3,com.yahoo.mobile.client.android.finance:id/big_blue_button,Add Symbol,Text Button,,android.support.v7.widget.AppCompatButton,clickable,,,,,,,correct,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,com.yahoo.mobile.client.android.finance:id/action_search,,search,,android.support.v7.view.menu.ActionMenuItemView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,,,menu,,android.widget.ImageButton,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,,,Image,,android.widget.ImageView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,,Watchlists,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,,Markets,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,android:id/text1,My Watchlist,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,,,more,,android.support.v7.widget.j,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,com.yahoo.mobile.client.android.finance:id/toggle_button_basic,BASIC,Radio Button,,android.support.v7.widget.AppCompatRadioButton,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,com.yahoo.mobile.client.android.finance:id/toggle_button_detailed,DETAILS,Radio Button,,android.support.v7.widget.AppCompatRadioButton,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,com.yahoo.mobile.client.android.finance:id/title,DWSN,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,com.yahoo.mobile.client.android.finance:id/subtitle,Dawson Geophysical Company,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,com.yahoo.mobile.client.android.finance:id/title_middle,8.05,Text,,com.yahoo.mobile.client.android.finance.ui.FlashingRedGreenTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,com.yahoo.mobile.client.android.finance:id/title_right,+1.39%,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,com.yahoo.mobile.client.android.finance:id/watchlist_footer_button,Add Symbol,Text Button,,android.support.v7.widget.AppCompatButton,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
4,com.yahoo.mobile.client.android.finance:id/tvNoStories,"Sorry, there are no stories to display.",Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,com.yahoo.mobile.client.android.finance:id/action_search,,search,,android.support.v7.view.menu.ActionMenuItemView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,,,menu,,android.widget.ImageButton,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,,,Image,,android.widget.ImageView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,,Watchlists,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,,Markets,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,com.yahoo.mobile.client.android.finance:id/symbol1,AVGO,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,com.yahoo.mobile.client.android.finance:id/percent_change1, ,Text,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,com.yahoo.mobile.client.android.finance:id/symbol2,FB,Text,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,com.yahoo.mobile.client.android.finance:id/percent_change2, ,Text,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,com.yahoo.mobile.client.android.finance:id/symbol3,GOOGL,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,com.yahoo.mobile.client.android.finance:id/percent_change3, ,Text,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,com.yahoo.mobile.client.android.finance:id/title,Will tech propel the market to Dow 20K?,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,com.yahoo.mobile.client.android.finance:id/image_play,,Image,,android.support.v7.widget.AppCompatImageView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,com.yahoo.mobile.client.android.finance:id/publisher,CNBC Videos,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,com.yahoo.mobile.client.android.finance:id/separatorPeriod,•,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,com.yahoo.mobile.client.android.finance:id/timestamp,22h ago,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
5,com.yahoo.mobile.client.android.finance:id/streamShare,,Image,,android.support.v7.widget.AppCompatImageView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/action_search,,search,,android.support.v7.view.menu.ActionMenuItemView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,,,menu,,android.widget.ImageButton,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,,,Image,,android.widget.ImageView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,,Watchlists,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,,Markets,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/time_1d,1D,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/time_5d,5D,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/time_3m,3M,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/time_6m,6M,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/time_1y,1Y,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/time_5y,5Y,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/time_max,MAX,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/market_group_title_text_view,Market Movers,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title_middle,23.04,Text,,com.yahoo.mobile.client.android.finance.ui.FlashingRedGreenTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title_right,+0.39%,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/subtitle_right,+0.09,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title,BAC,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/subtitle,Bank of America Corporation,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title_middle,1.40,Text,,com.yahoo.mobile.client.android.finance.ui.FlashingRedGreenTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title_right,+38.61%,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/subtitle_right,+0.39,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title,IDXG,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/subtitle,"Interpace Diagnostics Group, Inc.",Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title_middle,10.21,Text,,com.yahoo.mobile.client.android.finance.ui.FlashingRedGreenTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title_right,-1.26%,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/subtitle_right,-0.13,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title,AMD,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/subtitle,"Advanced Micro Devices, Inc.",Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title_middle,7.70,Text,,com.yahoo.mobile.client.android.finance.ui.FlashingRedGreenTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title_right,+1.25%,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/subtitle_right,+0.10,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title,CHK,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,correct,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/subtitle,Chesapeake Energy Corporation,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title_middle,27.92,Text,,com.yahoo.mobile.client.android.finance.ui.FlashingRedGreenTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title_right,-2.53%,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/subtitle_right,-0.72,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title,FOXA,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/subtitle,"Twenty-First Century Fox, Inc.",Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/market_group_title_text_view,Market Gainers,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title_middle,1.40,Text,,com.yahoo.mobile.client.android.finance.ui.FlashingRedGreenTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title_right,+38.61%,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
6,com.yahoo.mobile.client.android.finance:id/title,IDXG,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.Main,
7,,"Interpace Diagnostics Group, Inc.",Text,,android.widget.TextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,,,arrow_backward,,android.widget.ImageButton,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/quotedetail_menu_star,,star,,android.support.v7.view.menu.ActionMenuItemView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/action_search,,search,,android.support.v7.view.menu.ActionMenuItemView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/quotedetail_symbol,IDXG,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/exchange,NasdaqCM,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/quote_price,1.40,Text,,com.yahoo.mobile.client.android.finance.ui.FlashingRedGreenTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/current_change_today_close_title,Current Price,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/current_change_today_close,+0.39 (+38.18%),Text,,com.yahoo.mobile.client.android.finance.ui.RedGreenTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/timestamp_left,2:45 PM EST,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/time_1d,1D,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/time_5d,5D,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/time_3m,3M,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,correct,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/time_6m,6M,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/time_1y,1Y,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/time_5y,5Y,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/time_max,MAX,Text Button,,android.support.v7.widget.AppCompatTextView,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/keystats_header,Key statistics,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/stat_title_left,Prev Close,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/stat_value_left,1.01,Text,,com.yahoo.mobile.client.android.finance.ui.FontResizableTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/stat_title_right,Open,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/stat_value_right,1.61,Text,,com.yahoo.mobile.client.android.finance.ui.FontResizableTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/stat_title_left,Low,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/stat_value_left,1.20,Text,,com.yahoo.mobile.client.android.finance.ui.FontResizableTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/stat_title_right,High,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/stat_value_right,1.98,Text,,com.yahoo.mobile.client.android.finance.ui.FontResizableTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/stat_title_left,52wk Low,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/stat_value_left,0.07,Text,,com.yahoo.mobile.client.android.finance.ui.FontResizableTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/stat_title_right,52wk High,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
7,com.yahoo.mobile.client.android.finance:id/stat_value_right,1.98,Text,,com.yahoo.mobile.client.android.finance.ui.FontResizableTextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
8,,"Interpace Diagnostics Group, Inc.",Text,,android.widget.TextView,label,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
8,,,arrow_backward,,android.widget.ImageButton,clickable,,,,,,,wrong,com.yahoo.mobile.client.android.finance/com.yahoo.mobile.client.android.finance.activity.DetailActivity,
