event_index,id,text,semantic_rep,file_name,class,type,content_desc,hint,parent_text,sibling_text,fillable_neighbor,neighbors,label,activity,atm_neighbor
5,com.pushpay.android.pp:id/country_flag_row_imageView,,Image,,android.support.v7.widget.AppCompatImageView,label,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
5,com.pushpay.android.pp:id/country_textView,United States of America,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,correct,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
5,,Select your country,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
5,,,arrow_backward,,android.support.v7.widget.AppCompatImageButton,clickable,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
5,,,Image,,android.support.v7.widget.AppCompatImageView,label,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
5,com.pushpay.android.pp:id/search_item,,search,,android.support.v7.view.menu.ActionMenuItemView,clickable,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
6,com.pushpay.android.pp:id/message_textview,Please enter your personal details.,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
6,com.pushpay.android.pp:id/first_name_edittext,App,Input,,com.pushpay.android.pp.ui.views.ValidationEditText,clickable,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
6,com.pushpay.android.pp:id/last_name_edittext,Crawler,Input,,com.pushpay.android.pp.ui.views.ValidationEditText,clickable,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
6,com.pushpay.android.pp:id/email_address_edittext,appcrawler6@gmail.com,Input,,com.pushpay.android.pp.ui.views.ValidationEditText,clickable,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
6,com.pushpay.android.pp:id/previous_btn,Back,back,,nz.co.jsalibrary.android.widget.JSAFontButton,clickable,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
6,com.pushpay.android.pp:id/next_btn,Next,next,,nz.co.jsalibrary.android.widget.JSAFontButton,clickable,,,,,,,correct,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
6,,Activate,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
6,,,arrow_backward,,android.support.v7.widget.AppCompatImageButton,clickable,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
6,,,Image,,android.support.v7.widget.AppCompatImageView,label,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.PPActivateFragmentActivity,
7,,Golden City Church,Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.merchant.MerchantFragmentActivity,
7,,,arrow_backward,,android.support.v7.widget.AppCompatImageButton,clickable,,,,,,,correct,com.pushpay.android.pp/com.pushpay.android.pp.ui.merchant.MerchantFragmentActivity,
7,com.pushpay.android.pp:id/favourite_recipient,,star,,android.support.v7.view.menu.ActionMenuItemView,clickable,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.merchant.MerchantFragmentActivity,
7,com.pushpay.android.pp:id/merchant_summary_text_view,"754 14th Street, San Francisco CA 94114, USA",Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.merchant.MerchantFragmentActivity,
7,com.pushpay.android.pp:id/merchant_logo,,Image,,android.support.v7.widget.AppCompatImageView,label,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.merchant.MerchantFragmentActivity,
7,com.pushpay.android.pp:id/extra_info_body_textView,"Before you can give to Golden City Church, you need to complete the setup of your account. Once you're done, you will be ready to make a gift.",Text,,android.support.v7.widget.AppCompatTextView,label,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.merchant.MerchantFragmentActivity,
7,com.pushpay.android.pp:id/primary_action_button,Complete my account now,Text Button,,nz.co.jsalibrary.android.widget.JSAFontButton,clickable,,,,,,,wrong,com.pushpay.android.pp/com.pushpay.android.pp.ui.merchant.MerchantFragmentActivity,
